category_id;id;question;trending_score;updatedDate
1;485;Should Caitlyn Jenner appear nude on the cover of SI?;1143.9;2016-12-26 13:28:38
1;462;Did you text your ex after listening to Drake's new album?;1309.8;2016-12-26 15:31:26
1;489;What type of Apocalypse do you think will happen?;1387.1;2016-12-26 11:40:30
1;493;Whose side are you on?;1586.5;2016-12-26 15:30:37
1;906;Which Is The Best Meme of 2016?;1586.8;2016-12-21 11:26:08
1;495;Do you like Justin Bieber's new face tattoo?;1700.7;2016-12-26 15:30:21
1;459;Marvel or DC?;5583.8;2016-12-26 15:24:36
1;540;Which is better ;11569.9;2016-12-26 15:33:31
1;498;Which Pokemon is the best?;25152.1;2016-12-26 15:29:57
2;1433;Do you prefer train, plane, bus or boat?;12.2;2016-12-26 12:23:50
2;994;Should I customise my light scooter;27.9;2016-12-22 23:27:13
2;1051;Which South American city would you like to visit first?;36.9;2016-12-25 17:18:23
2;1096;Which country would you visit?;43.4;2016-12-26 00:05:21
2;1049;What's more important the journey or the destination?;43.7;2016-12-25 17:18:21
2;36;Should we build maglev trains?;47.8;2016-12-24 09:39:25
2;49;New York, San Francisco, or LA?;53.4;2016-12-24 23:42:28
2;983;The best people in the US are from the... ?;53.4;2016-12-26 15:26:14
2;75;What city has the most beautiful skyline?;53.8;2016-12-24 09:41:03
2;92;What is the most haunted house on earth?;56.1;2016-12-20 09:59:13
2;12;Cape Cod or Narragansett?;57.2;2016-12-25 02:38:09
2;242;Best skiing this winter?;57.2;2016-12-23 00:56:48
2;225;Which Hawaiian island is your favorite?;57.5;2016-12-25 20:06:16
2;118;East coast or West Coast?;58;2016-12-26 05:42:15
2;818;Have you ever seen a ghost;59.6;2016-12-23 22:37:14
2;169;Who is the worst person to sit next to on a plane?;60.7;2016-12-25 23:57:18
2;187;Window or aisle?;62.9;2016-12-24 18:22:30
2;209;What annoys you most while driving?;66;2016-12-24 13:12:20
2;90;Best vacation destination?;66.2;2016-12-26 04:05:55
2;836;Who is the president of Canada?;66.3;2016-12-26 15:09:55
2;122;Where should I go on vacation?;66.6;2016-12-26 12:58:02
2;703;What city has the best restaurants?;74.7;2016-12-26 14:14:03
2;314;Where was the best New Years Eve party?;77.8;2016-12-24 18:11:08
2;288;Will you travel for the Holidays?;84.3;2016-12-24 08:30:51
2;318;Where will you go on vacation in 2016?;91.4;2016-12-24 18:11:23
2;213;Are you excited for the Hunger Games theme park?;96.6;2016-12-25 01:28:44
2;3;Is it fair to recline your airline seat?;96.9;2016-12-26 15:19:57
2;635;Would you rather take a cruise or stay at an all-inclusive resort?;109.4;2016-12-22 16:07:20
2;642;Aquarium or Zoo?;117.3;2016-12-25 02:37:36
2;663;Which is the best continent?;155.3;2016-12-25 17:05:41
2;372;Chicken or Pasta?;164.3;2016-12-26 11:32:05
2;403;When given the choice, how do you prefer to travel?;192.6;2016-12-26 12:57:21
2;420;Are red light traffic cameras fair?;251.3;2016-12-24 04:56:00
2;426;Where Is Your Dream Place To Live?;270.9;2016-12-26 14:32:52
2;680;Are you excited for self-driving cars?;342.9;2016-12-26 03:50:55
2;454;What's the correct amount of time to spend in Vegas?;658.3;2016-12-26 12:46:37
2;455;What do you think of Disneyland?;710;2016-12-26 12:56:18
3;1443;Subway or McDonald's?;2;2016-12-26 10:25:33
3;1384;Do you fold your pizza?;24.8;2016-12-26 03:52:13
3;1188;Which one is best breakfast?;28.4;2016-12-25 17:15:14
3;1361;How much do you tip in a restaurant?;28.7;2016-12-26 08:39:50
3;1357;Best cookie?;29.3;2016-12-25 22:31:29
3;1274;Which edible oil is more nutritious?;32.9;2016-12-24 23:30:41
3;1292;How many cups of coffee do you drink a day?;35.6;2016-12-24 15:11:24
3;1244;French fries or Popcorn?;37.5;2016-12-24 15:11:18
3;1266;Kettle corn, Caramel corn or regular Popcorn?;37.8;2016-12-25 00:33:53
3;1281;Chocolate or Caramel?;40.7;2016-12-26 00:59:06
3;1000;Skittles, M&M's or Reese's Pieces;41;2016-12-25 17:09:10
3;1170;Pizza or Burger?;41;2016-12-26 04:15:26
3;1258;Onions, garlic or neither?;41.7;2016-12-26 04:28:25
3;1308;If peanut butter was a plant would it be a fruit or a vegetable;41.8;2016-12-24 20:47:02
3;1207;Pepsi or Coca-Cola;42;2016-12-25 20:47:27
3;739;Caribou Coffee or Starbucks?;42.3;2016-12-24 10:39:34
3;1278;Would you eat a venison burger from Arby's?;42.3;2016-12-25 17:04:46
3;228;What's your favorite wine tasting destination in California?;44.2;2016-12-26 08:48:45
3;1002;which one is more delicious? ;45.3;2016-12-22 11:55:09
3;44;What is your favorite sushi to eat?;46.1;2016-12-26 12:03:46
3;780;What's the correct pronunciation of Tomato? Is it pronounced as Tomato or Tomato?;47.1;2016-12-24 00:54:31
3;791;Guacamole or Salsa?;48.1;2016-12-26 06:16:05
3;1146;What's better grapes or strawberries;48.2;2016-12-25 17:18:35
3;158;Which is the best pizza in San Francisco?;48.4;2016-12-23 09:30:06
3;16;What's your favorite beer style?;48.9;2016-12-26 12:04:29
3;41;What is your favorite pie?;49.4;2016-12-26 12:03:41
3;786;Can you truly love animals if you're not a vegetarian?;49.7;2016-12-24 22:51:30
3;1141;Are brownies a breakfast food? ;49.9;2016-12-26 03:53:40
3;38;What's best on the grill for July 4?;51.1;2016-12-26 12:04:04
3;947;Coffee or energy drink?;53.5;2016-12-24 04:29:32
3;220;Best holiday treat;54.5;2016-12-26 12:48:46
3;191;What is a breakfast of champions?;55.9;2016-12-26 12:02:01
3;25;Warriors or Cavs?;57.1;2016-12-26 12:00:29
3;15;Red or White?;59.8;2016-12-26 11:56:07
3;14;Mussels or Clams?;60.3;2016-12-24 13:51:57
3;1027;What's better pizza or hamburger;61.2;2016-12-25 17:19:41
3;166;Why do we like pizza so much?;61.7;2016-12-26 04:03:33
3;106;Bordeaux or Burgundy?;61.8;2016-12-25 07:45:40
3;130;Best BBQ?;62.8;2016-12-26 01:58:04
3;95;Best Pizza in San Francisco?;63.2;2016-12-22 04:18:50
3;96;What is the best ethnic food?;63.3;2016-12-26 12:02:54
3;708;Best Burger?;64.1;2016-12-26 13:23:33
3;174;What's the best fast food?;65;2016-12-26 05:47:21
3;1160;Is a hot dog a sandwich?;65.2;2016-12-23 07:36:54
3;862;Would you rather have a raw egg or an egg fried till it's absolutely burnt to a crisp?;66.1;2016-12-25 20:03:44
3;94;What is the best cereal?;67.9;2016-12-26 14:14:07
3;247;What delicious food would be most disgusting over rice?;70.1;2016-12-24 09:41:08
3;260;Thanksgiving dinner or Friday leftovers?;70.1;2016-12-26 12:56:13
3;958;does pineapple belong on pizza?;71.2;2016-12-23 15:15:54
3;212;What do you think about Starbucks red cups?;73.3;2016-12-24 09:41:20
3;86;What's the best flavor of pie?;73.4;2016-12-24 18:09:53
3;262;Favorite Soda?;77;2016-12-25 01:16:31
3;326;Of these IPAs, which do you prefer?;77;2016-12-24 09:37:33
3;706;Live without chocolate or live without coffee?;77;2016-12-25 00:20:25
3;11;What's the best meat?;77.4;2016-12-25 01:57:10
3;707;Coke or Pepsi?;77.8;2016-12-26 04:58:42
3;205;Will you stop eating bacon?;78.5;2016-12-26 04:41:52
3;864;What's better chocolate or vanilla;80.3;2016-12-25 20:23:36
3;860;Deep dish or thin crust?;83.9;2016-12-24 03:29:05
3;306;Sugar or Spice?;86.4;2016-12-26 12:55:57
3;249;Favorite Thanksgiving food?;87.5;2016-12-26 06:18:46
3;847;What is the worst crime you've ever committed?;92.8;2016-12-26 04:13:42
3;320;Do you like sushi?;104.4;2016-12-25 22:06:48
3;885;Who is God?;108.9;2016-12-24 02:25:42
3;641;Cupcakes or Birthday Cake?;109.6;2016-12-25 23:06:42
3;643;Would you rather be shot in the foot or eat a cockroach;115.6;2016-12-26 04:32:12
3;178;What's your favorite beer at Monktoberfest (dinner)?;120.8;2016-12-24 18:26:21
3;892;Chocolate or not chocolate?;132.8;2016-12-22 16:58:38
3;893;Tacos or not tacos?;136;2016-12-23 08:07:34
3;175;What's your favorite beer at Monktoberfest (day 1 lunch)?;138.3;2016-12-25 03:27:03
3;636;Do you eat your pizza crust?;144.8;2016-12-26 15:06:14
3;389;Favorite ice cream dessert?;145.9;2016-12-26 09:38:32
3;619;Brownie Mix or Cookie Dough?;169.4;2016-12-24 04:55:33
3;911;Have you ever eaten an insect? ;206.8;2016-12-25 17:07:25
3;411;What is the best pizza chain?;214.4;2016-12-26 11:45:23
3;412;What is zero divided by zero;215.2;2016-12-26 11:46:22
3;544;Donuts or Ice Cream?;232.4;2016-12-25 20:01:41
3;559;Who should make more: waiters or cooks?;240.4;2016-12-26 01:47:28
3;546;Tacos, bacon, or pizza? Which one reigns supreme? ;240.5;2016-12-26 11:59:48
3;561;Worst Jolly Rancher flavor?;255.6;2016-12-26 03:48:17
3;384;If you could only eat one meat for the rest of your life?;262.3;2016-12-26 11:33:44
3;500;What do you think about Budweiser changing their name to "America";278.2;2016-12-26 14:14:05
3;427;which fast food restaurant has the best fries?;278.3;2016-12-26 12:58:45
3;576;Would you rather only eat ketchup for the rest of your life, or be married to an elephant?;306;2016-12-26 14:06:19
3;681;Which way should utensils go in the dishwasher?;314.7;2016-12-25 20:24:30
3;574;At what age is it unacceptable to eat cold pizza for breakfast? ;426.2;2016-12-26 02:02:43
3;583;What's your favorite breakfast food?;435.4;2016-12-26 01:58:59
3;689;Best Girl Scout Cookie?;475.7;2016-12-26 14:36:19
3;467;Do you eat the end pieces on a loaf of bread?;486.2;2016-12-25 07:38:01
3;526;Soda tastes best in....;502.9;2016-12-26 14:20:33
3;470;Do you like ranch or ketchup better on fries?;503.1;2016-12-26 12:50:48
3;463;How many olive garden breadsticks could you eat in one sitting?;535.5;2016-12-26 12:52:38
3;477;How much will you pay for farm fresh eggs?;576.9;2016-12-26 05:27:00
3;534;Pizza or burger?;935;2016-12-26 14:27:54
3;464;Planet, rare skin disease, or hamburger patty from a local high school?;1636.4;2016-12-26 12:54:33
4;1431;Is "Star Wars Battlefront: X-Wing VR Mission" a timed exclusive to PS4 or will it not see the light of day on other platforms?;8.3;2016-12-25 22:33:40
4;1425;Battlefield 1 vs Call of Duty;10;2016-12-26 06:17:20
4;1438;BEST SOCCER GAME:FIFA 17 OR Pro Evolution Soccer 17;13.2;2016-12-26 14:12:03
4;1391;Favorite main character in Pokémon Sun/Moon?;17.5;2016-12-25 16:08:41
4;1382;Gta 5 or watch dogs 2;18.8;2016-12-25 10:28:58
4;1364;Which Undertale boss fight is the worst?;18.9;2016-12-26 03:52:59
4;1392;Which gen7 Pokemon game did you buy?;19.7;2016-12-25 23:27:32
4;1405;What Is The Best Gaming Device ;20;2016-12-25 16:20:04
4;1401;Which is your favourite marvel character?;21.8;2016-12-26 04:13:10
4;1341;I like to use my phone for modding apps, should I get an Android or an iPhone? (Would either be S6/7 or 6s);22.7;2016-12-26 07:02:50
4;1395;Are you excited for Super Mario Run?;23;2016-12-25 18:28:00
4;1348;Most Rage inducing overwatch character;23.8;2016-12-25 22:59:06
4;1344;Overwatch or Team Fortress 2;24.6;2016-12-25 10:37:44
4;1204;Which track would you most like to see added to Real Racing 3?;24.8;2016-12-24 01:01:34
4;1087;Whose Arcana do you really want?;26.1;2016-12-26 11:35:27
4;1345;Best Legendary Pokémon Rayquaza, Mewtwo, Arceus.;27.4;2016-12-25 10:37:36
4;1263;Should skylander imaginators Be out in halloween?;28.6;2016-12-23 09:58:16
4;1295;Who is better;28.6;2016-12-25 22:15:36
4;1250;Who should be the new character for red dead redemption;29.1;2016-12-23 10:01:19
4;1242;Which game do you like most among supercell's games?;29.6;2016-12-23 13:38:12
4;1304;Do you like playing giant robot games?;31.1;2016-12-23 09:47:18
4;1191;What team are you in?;33.3;2016-12-24 08:55:09
4;1327;Now that it's back on sale, will you buy an NES Classic?;33.6;2016-12-25 10:40:39
4;1301;Battlefield 1 or COD: Infinite Warfare (+ COD 4 Remaster);34.1;2016-12-26 12:00:43
4;754;Favorite LOZ Majora's Mask Boss?;34.3;2016-12-25 23:09:16
4;961;Sans or Papyrus??;36.1;2016-12-22 21:14:54
4;1202;which is better fallout or skyrim;36.1;2016-12-26 03:54:58
4;1080;clash of clans or clash royale which is a time killer?;36.2;2016-12-21 21:45:42
4;1280;Will Titanfall 2 be the game of the year?;36.7;2016-12-25 23:34:05
4;1225;Which starter will you pick?;38;2016-12-23 22:07:39
4;1115;Do you have A Dragonite in Pokemon Go?;38.4;2016-12-24 04:43:49
4;1237;Which one is better?;38.6;2016-12-24 00:54:48
4;1029;Halo or Dead Space ;38.7;2016-12-24 08:25:50
4;1215;what game is better;38.7;2016-12-26 05:46:22
4;1287;Should I buy Battlefield 1 or GTA V  (PS4)?;39.9;2016-12-26 12:04:01
4;1319;Should Yoshi be classed as a Pokemon;40;2016-12-26 13:24:47
4;1187;Favorite Pokémon region?;42.4;2016-12-23 07:30:21
4;1193;Do you still play Pokémon Go?;42.5;2016-12-25 17:10:59
4;1194;Who is the best legendary bird Pokemon?;42.8;2016-12-26 04:09:54
4;820;Do you think the rat kids are cool?;43.2;2016-12-23 10:48:34
4;1177;Which is better ?;43.4;2016-12-26 03:57:05
4;1153;What is better;44.1;2016-12-23 13:52:38
4;1203;Which game will you get?;44.5;2016-12-26 08:04:41
4;1226;What team are you on?;45.9;2016-12-25 20:17:36
4;1140;who is the best;47.9;2016-12-25 17:18:34
4;732;Which is the Best 3D Zelda Game?;48.9;2016-12-18 17:46:54
4;1067;Which soccer game do you love? ;50.1;2016-12-21 23:18:15
4;718;What is the best Super Smash Bros version?;50.3;2016-12-21 06:50:03
4;235;Should 1 day fantasy gambling apps be banned?;51.8;2016-12-24 13:52:14
4;109;Will the new Fable be any good?;52.4;2016-12-17 06:30:39
4;957;Geodude or Zubat;53.9;2016-12-26 12:48:20
4;762;Which Fighting Games are the best?;54.3;2016-12-26 10:50:36
4;1066;Do you know my YouTube channel;55;2016-12-25 17:17:28
4;1061;Which type of game is better;55.1;2016-12-25 20:03:37
4;776;Is Pokemon Go Responsible For Girl Hit By Car While Playing? ;55.6;2016-12-25 02:38:34
4;110;Will there ever be a Half-Life 3;56.9;2016-12-22 18:46:50
4;828;Do you have lag on your computer?;57.7;2016-12-26 00:01:37
4;799;Is Pokemon Go All Hype?;58.5;2016-12-26 10:48:42
4;825;Videogames, just For young people?;58.6;2016-12-26 03:54:27
4;919;Poker or Blackjack?;58.6;2016-12-25 01:46:37
4;853;How often do you play the lottery?;59.2;2016-12-25 10:13:02
4;764;Which one of these 3 legendary Pokemons is your favorite?;60;2016-12-25 02:34:57
4;735;Should I buy The Witcher 3, Battlefield 4 or Metal Gear Solid V?;60.6;2016-12-25 17:20:17
4;854;is Ultimate Spider-Man:The Game the best Spider-Man Videogame so far?;60.6;2016-12-25 02:37:07
4;989;What's the best starter pokemon;60.9;2016-12-22 07:00:31
4;19;What is the best MMO ever;61.3;2016-12-24 20:22:42
4;20;What is the best RPG of all time?;61.4;2016-12-24 23:42:39
4;216;Which game are you most excited for?;68.2;2016-12-26 15:16:39
4;956;Charizard vs Arcanine;69.4;2016-12-26 12:48:17
4;801;Who will win ?;72.4;2016-12-25 20:05:38
4;108;Mario or Link;78.6;2016-12-26 13:19:57
4;240;Most addictive app?;78.7;2016-12-26 04:38:31
4;322;What would you do if you won Powerball?;85.9;2016-12-25 20:51:20
4;867;which pokemon go team is the best: MYSTIC valor or instinct;86.2;2016-12-25 10:40:57
4;605;Favorite Bioshock game?;105.4;2016-12-26 04:47:47
4;871;How often have you won the lottery?;108;2016-12-24 21:53:31
4;884;Which Pokemon Go Team is the Best?;111.9;2016-12-26 07:41:21
4;870;Which is best video game franchise?;115.6;2016-12-26 11:51:32
4;887;Is it fair for Pokemon to shut down the Pokemon Go tracking apps?;129.9;2016-12-25 02:38:35
4;510;Phoenix Wright Trilogy (3DS) or Fire Emblem Fates: revelations?;192.9;2016-12-25 22:41:04
4;545;PS4 or Xbox One;227.8;2016-12-26 04:27:59
4;900;Which game should I buy: Last Of Us or Watchdogs for PS4?;231.5;2016-12-23 05:06:52
4;751;Which Pokemon Go team did you join?;233.6;2016-12-26 13:15:53
4;736;Is Pokemon Go the greatest app ever?!?;242.3;2016-12-26 13:15:36
4;701;Who's the best Pokemon trainer?;291.5;2016-12-26 13:16:03
4;904;Which racing game should I buy for PS4: NFS Rivals or Driveclub?;355.2;2016-12-23 08:12:20
4;524;Which is best for Gaming?;477.8;2016-12-26 14:21:01
4;694;Which is the best Region of all time??;674.2;2016-12-26 14:59:40
4;594;Hay Day or FarmVille?;1415.9;2016-12-26 15:21:59
5;1442;Merry Christmas from all of us at Ask The Internet;6.2;2016-12-26 10:47:37
5;1398;What do you do when your buttocks hurts and your truck driver, you need to be fixed by surgery but bills have to be paid?;14.7;2016-12-25 16:21:01
5;1432;Is it ok to post revealing photos if your face can't be seen?;15.4;2016-12-26 06:17:00
5;1388;Better to be really tall or really short?;17.9;2016-12-26 00:29:54
5;1416;What messaging app do you use?;18.2;2016-12-26 06:17:23
5;1375;What animal do you follow the most of on Instagram?;18.9;2016-12-26 03:51:55
5;1393;What Holiday Is The Best;19.2;2016-12-26 03:51:27
5;1369;Who is cuter?;21.2;2016-12-25 16:23:04
5;1394;School;21.4;2016-12-26 05:56:33
5;1169;How does calcitriol when present in excess act as hypercalcemic hormone? Reactions or process?;21.6;2016-12-22 02:08:09
5;1419;Do you like Christmas music?;22.2;2016-12-26 06:48:06
5;1383;Windows vs Apple macbook for gaming;22.3;2016-12-25 20:03:34
5;1373;City or country?;23.3;2016-12-25 16:22:41
5;1036;What Size of Skateboard - for someone with size 10.5 feet;24.3;2016-12-25 17:19:19
5;1197;Is canada better than us for post graduate and mba programmes?;24.7;2016-12-26 04:08:38
5;1374;god is real?;25.4;2016-12-25 22:40:33
5;1365;will i finish my book?;25.5;2016-12-26 00:06:00
5;1378;Big dogs or little dogs?;25.5;2016-12-26 03:52:18
5;1335;Are tarantulas intelligent?;25.6;2016-12-26 10:54:35
5;1353;Should a teenager who is in college, has a minimum wage job, pays for his own car (insurance and gas), his own phone, and his own food, still have to contribute to a household such as pay to feed the whole family and his sisters phone bill?;25.7;2016-12-25 10:35:03
5;1208;What platform should Traffic and Copy expand to next?;26.4;2016-12-22 05:49:24
5;1290;Porsche 918, LaFerrari or McLaren P1 ?;26.7;2016-12-25 17:13:21
5;1180;How would you rank Fox News?;26.8;2016-12-22 11:53:40
5;1360;Truth or Dare?;27;2016-12-25 22:20:01
5;1362;what color is "earth"? (the element earth);27;2016-12-26 07:53:41
5;1198;Final Cut Pro or avid?best software?;27.1;2016-12-26 08:53:15
5;1163;Giant Douche or Turd Sandwich?;27.5;2016-12-25 20:28:29
5;1337;God or Lucifer?;27.9;2016-12-26 08:24:22
5;1195;I have an offer ipad mini 32gb rs15500 ,iphone 5s 16000..so help me which one??????????;29;2016-12-23 02:37:01
5;1350;Best Cat;29;2016-12-26 14:17:42
5;1343;Are you over the mannequin challenge?;30.1;2016-12-26 10:27:44
5;1322;You can't be serious?!?;30.2;2016-12-25 22:48:41
5;1129;Does humans are evolved from apes?;30.3;2016-12-25 20:04:24
5;1030;which field is best one for engineering career software or hardware;30.5;2016-12-24 01:38:53
5;1105;Did you have a period in your life where you were obsessed with the titanic?;30.5;2016-12-25 02:39:48
5;923;Will this hair work for box braids;30.7;2016-12-26 06:36:59
5;1189;What is the best profession?;31.4;2016-12-24 17:08:02
5;1352;Are homosexuals born or made?;32.1;2016-12-25 17:15:31
5;1285;Jammu & Kashmir belongs to?;32.5;2016-12-25 02:40:07
5;1089;Should feminine products be free or tax free?;33.1;2016-12-25 21:04:25
5;1182;Do you check out your work after you shit?;33.1;2016-12-25 02:22:15
5;1223;should  Zootopia 2 get made or should a zootopia tv series be made ?;33.1;2016-12-25 02:39:34
5;1183;Are you a Jehovah Witness?;33.5;2016-12-22 07:42:06
5;1056;Does your employer expect you to work after hours?;33.8;2016-12-22 06:47:38
5;1124;Which would you choose?;33.8;2016-12-26 04:43:49
5;1021;True of False: The only real privilege is economic privilege?;34.2;2016-12-22 08:48:28
5;974;Did you know the Lumia 950 included the retina scanner before Samsung?;34.4;2016-12-25 02:40:41
5;1149;If there are aliens, would they also worship the supreme being?;34.4;2016-12-26 01:01:29
5;1026;Java or JavaScript, which is better?;34.5;2016-12-23 08:15:47
5;1329;More afraid of aliens, zombies or clowns?;34.6;2016-12-26 08:15:38
5;1325;Is it bad to use ur  smart phone while charging it;34.7;2016-12-25 10:41:22
5;1293;New MacBook Pro or Surface Studio?;34.8;2016-12-26 00:43:36
5;1143;Do other people's feet freak you out?;34.9;2016-12-26 06:09:02
5;1118;Iphone 7 or Iphone 7+;35;2016-12-24 16:27:44
5;1296;What technique do you use at the urinal?;35.8;2016-12-25 20:03:08
5;779;¿muscle, sport or classic? (i prefer classic);36.5;2016-12-26 04:29:17
5;1125;Give up sugar or give up your phone?;36.5;2016-12-22 05:53:14
5;1271;Who's to blame for the heroine epidemic?;36.5;2016-12-25 17:12:57
5;1016;Is a college degree a waste of money?;36.6;2016-12-24 22:28:19
5;1249;Are you ok with Bob Dylan winning the Nobel prize?;37.1;2016-12-26 03:53:35
5;970;Who's more important: police officers or fire fighters?;37.2;2016-12-26 12:48:23
5;1233;Which is best Luxury Car brand;37.8;2016-12-25 17:07:06
5;986;How many boyfriends you have had? (Honestly);38;2016-12-25 20:21:25
5;1186;For men , Short Hair or Long Hair?;38.1;2016-12-25 18:56:05
5;1053;Do you consider yourself to be Happy?;38.2;2016-12-25 17:17:24
5;1102;Are you racist;38.3;2016-12-26 04:08:22
5;949;If you could mug JK Rowling...;39.3;2016-12-25 02:40:40
5;778;Will 2016 be remembered as the beginning of the end of civilization as we know it?;39.4;2016-12-21 22:46:57
5;1133;Yoga or Gym?;39.6;2016-12-26 14:54:31
5;1050;Never use the Internet again or make your entire browser history public?;39.7;2016-12-26 02:17:23
5;1100;Would you rather be rich or famous?;39.8;2016-12-24 06:28:32
5;1181;Who is better, Katy Perry or Taylor Swift?;40.2;2016-12-24 08:38:56
5;971;Which new Mozilla logo do you like best?;40.5;2016-12-25 20:22:03
5;1121;Bath or shower?;40.7;2016-12-24 12:15:54
5;1013;Having a relationship with someone for the money is the same as prostitution?;40.9;2016-12-25 05:49:55
5;1247;Is the 3rd world war coming?;40.9;2016-12-25 17:14:56
5;1248;Would you get a tattoo;40.9;2016-12-25 02:38:37
5;1260;Would you rather eat cat or dog?;41;2016-12-26 04:04:22
5;966;Do you wipe your ass from the front or from the behind;41.1;2016-12-25 17:10:36
5;1045;does true love exist?;41.4;2016-12-26 02:16:59
5;712;What's your favorite carnival food?;41.6;2016-12-25 11:10:17
5;769;Do you use the toilet seat covers in public restrooms?;41.6;2016-12-22 22:14:24
5;1074;Do you prefer paid apps/games or free apps/games with in-app purchases?;41.6;2016-12-25 17:17:40
5;1094;What is the minimum number of hours of sleep a teenager needs ?;41.8;2016-12-25 02:39:49
5;950;Do you like hugs?;42.1;2016-12-23 10:34:42
5;1269;China or India;42.2;2016-12-25 17:04:41
5;734;iPhone 5s not supported give me suggestions;42.6;2016-12-26 04:16:26
5;1139;What is the square root of 9?;42.6;2016-12-26 03:53:46
5;164;What common household item is your biggest source of despair?;42.8;2016-12-26 12:01:46
5;1275;Would you rather have a Pool or a Hot Tub?;42.9;2016-12-25 19:13:57
5;1119;What school subject do you hate?;43;2016-12-23 01:15:53
5;917;I'm buying a new guitar. Which one for progressive metal?;43.1;2016-12-22 04:29:58
5;1178;Which is a better country ?;43.3;2016-12-25 22:48:48
5;774;What one factor affects your sleep most?;43.7;2016-12-26 14:07:13
5;1034;God v/s Satan?;43.8;2016-12-24 06:46:26
5;1088;Is too much screen time hurting our kids?;44;2016-12-25 21:18:14
5;1303;Which is your favorite city?;44.2;2016-12-26 03:52:01
5;1254;Windows OS or Mac OS?;44.4;2016-12-26 08:24:20
5;1093;Which is better? (Android or iOS);44.7;2016-12-24 23:22:18
5;821;Electro music?;44.9;2016-12-23 22:34:48
5;1014;Where would you like to live?;44.9;2016-12-26 03:53:23
5;1276;Is Halloween the best holiday?;44.9;2016-12-25 10:54:30
5;759;Scarier to be buried in Spiders or Snakes?;45;2016-12-21 19:15:45
5;775;What element are you?;45.2;2016-12-17 02:59:59
5;944;Do you want to be less engaged with your family?;45.2;2016-12-24 06:50:53
5;1120;Would you let your partner look through your phone?;45.2;2016-12-25 00:54:19
5;1284;Are dogs smarter than cats?;45.2;2016-12-25 16:10:10
5;741;Windows or Mac OS;45.5;2016-12-25 17:20:39
5;65;What's the best way to learn User Interface Design?;45.8;2016-12-26 12:04:23
5;951;Can you read in your dreams? ;46.2;2016-12-26 12:48:12
5;729;Do you prefer to stand out from the crowd, or blend in?;46.4;2016-12-25 20:04:30
5;744;When should I eat my sandwich?;46.4;2016-12-21 19:04:59
5;771;Do women in India have more legal rights than they deserve????;46.7;2016-12-26 06:25:44
5;1214;Which store do you prefer to shop at?;46.9;2016-12-24 21:28:55
5;991;Would you pay for sex?;47;2016-12-25 20:23:57
5;943;Which religion do you like better?;47.6;2016-12-26 05:55:55
